cstat_name,donation_name,eid,eid_cnt,output_filename
BANK WEST FINANCIAL CORP,BANKERS FINANCIAL CORP,[110891],1,BANKERS_FINANCIAL_CORP.csv
GEVITY HR INC,GEVITY,[759743],1,GEVITY.csv
ELEVATE CREDIT INC,ELEVATE CREDIT SERVICE INC.,[39828698],1,ELEVATE_CREDIT_SERVICE_INC.csv
INNOVIVE PHARMACEUTICALS INC,INNOVATIVE PHARMACEUTICAL SERVICES INC.,[20845669],1,INNOVATIVE_PHARMACEUTICAL_SERVICES_INC.csv
DIVERSIFIED ROYALTY CORP,DIVERSIFIED,[9612618],1,DIVERSIFIED.csv
COASTAL CONTACTS INC,COASTAL CONTRACTORS INC,[8083395],1,COASTAL_CONTRACTORS_INC.csv
CHRISTOPHER & BANKS CORP,CHRISTOPHER,"[7998231, 28346534, 2078906, 3894476, 5361884, 8725608]",6,CHRISTOPHER.csv
BAYOU STEEL CORP  -CL A,BAYOU STEEL CORP,[8196553],1,BAYOU_STEEL_CORP.csv
US ECOLOGY INC,US ECOLOGY,[3053977],1,US_ECOLOGY.csv
GOLDMAN SACHS TRSRYAC 0-1 YR,GOLDMAN SACHS,[1130],1,GOLDMAN_SACHS.csv
HIGH PLAINS CORP,HIGH PLAINS CORPORATION,[8994531],1,HIGH_PLAINS_CORPORATION.csv
VOYA FINANCIAL INC,VOYA FINANCIAL INC PAC VOYA,[40421163],1,VOYA_FINANCIAL_INC_PAC_VOYA.csv
GLOBAL PARTNER ACQUISITION,GLOBAL PARTNERS,[12584920],1,GLOBAL_PARTNERS.csv
ENSERVCO CORP,ENSERV,"[8564481, 8574249]",2,ENSERV.csv
SAN FRANCISCO CO,SAN FRANCISCO DRYDOCK,[1601095],1,SAN_FRANCISCO_DRYDOCK.csv
COMMAND SECURITY CORP,COMMAND SECURITY INC,[2398679],1,COMMAND_SECURITY_INC.csv
INTERNATIONAL ROYALTY CORP,INTERNATIONAL REALTY,"[9783647, 22455771]",2,INTERNATIONAL_REALTY.csv
UNITED UTILITIES GROUP PLC,UNITED UTILITIES LLC,[5071464],1,UNITED_UTILITIES_LLC.csv
ADVANT-E CORP,ADVANTA CORP,"[5642, 6943437]",2,ADVANTA_CORP.csv
FIRST FRANKLIN CORP,FIRST FRANKLIN CO INC,[2385572],1,FIRST_FRANKLIN_CO_INC.csv
FIRST HAWAIIAN INC,FIRST HAWAIIAN BANK,"[12115, 18928345]",2,FIRST_HAWAIIAN_BANK.csv
SANDS REGENT,SANDS REGENCY,[9735154],1,SANDS_REGENCY.csv
PAY-O-MATIC CORP,PAY-O-MATIC CORPORATION,[25845050],1,PAYOMATIC_CORPORATION.csv
TRANSCONTINENTAL RLTY INVS,TRANSCONTINENTAL REALTY INVESTORS INC,[45188923],1,TRANSCONTINENTAL_REALTY_INVESTORS_INC.csv
PDC ENERGY INC,PDC ENERGY,[16277750],1,PDC_ENERGY.csv
CONSOLIDATED PAPERS INC,CONSOLIDATED INC,"[7162702, 6895926]",2,CONSOLIDATED_INC.csv
WESCO FINANCIAL CORP,WESTWOOD FINANCIAL CORP,[727548],1,WESTWOOD_FINANCIAL_CORP.csv
FEDERAL HOME LOAN MORTG CORP,FEDERAL HOME LOAN MORTGAGE CORPORATION,[41845319],1,FEDERAL_HOME_LOAN_MORTGAGE_CORPORATION.csv
OPNET TECHNOLOGIES INC,ONLINE TECHNOLOGIES INC,[9883178],1,ONLINE_TECHNOLOGIES_INC.csv
ORION POWER HOLDINGS INC,ORION POWER,"[5453947, 5707665]",2,ORION_POWER.csv
PACIFIC CAPITAL BANCORP,PACIFIC CAPITAL BANK,[556175],1,PACIFIC_CAPITAL_BANK.csv
STERLING BANCSHARES INC/TX,STERLING BANCSHARES,"[11550384, 43525704]",2,STERLING_BANCSHARES.csv
DUKE REALTY CORP,DUKE REALTY CORPORATION,"[4703378, 24945793]",2,DUKE_REALTY_CORPORATION.csv
AEROFLEX INC,AEROFLEX WICHITA,[8772994],1,AEROFLEX_WICHITA.csv
AMANDA CO INC,AMANDA,"[4494823, 3808045, 7177675, 6359633]",4,AMANDA.csv
TRAVELCENTERS OF AMERICA LLC,TRAVEL CENTERS OF AMERICA,"[6141456, 5553585]",2,TRAVEL_CENTERS_OF_AMERICA.csv
SONIC AUTOMOTIVE INC  -CL A,"SONIC AUTOMOTIVE, INC",[23357628],1,SONIC_AUTOMOTIVE_INC.csv
KRISPY KREME DOUGHNUTS INC,KRISPY KREME,"[8206801, 40631931, 9757517, 45031129, 40631432, 5378691, 43532632, 8830015, 10852575]",9,KRISPY_KREME.csv
CABOT OIL & GAS CORP,CABOT OIL & GAS,[21481],1,CABOT_OIL_GAS.csv
ENERGY & TECHNOLOGY CORP,ENERGY TECHNOLOGY INC,[184100],1,ENERGY_TECHNOLOGY_INC.csv
KANSAS CITY SOUTHERN,KANSAS CITY SOUTHERN INDUSTRIES,[4521238],1,KANSAS_CITY_SOUTHERN_INDUSTRIES.csv
HOMEGOLD FINANCIAL INC,HOMEGOLD INC,[8433065],1,HOMEGOLD_INC.csv
NRG ENERGY INC,NRG ENERGY,[1915],1,NRG_ENERGY.csv
KANSAS CITY LIFE INS CO,KANSAS CITY LIFE,[3999462],1,KANSAS_CITY_LIFE.csv
HUDSON TECHNOLOGIES INC,HUGO TECHNOLOGIES INC,[700695],1,HUGO_TECHNOLOGIES_INC.csv
LANGUAGE LINE SVCS HLD -REDH,LANGUAGE LINE,[615143],1,LANGUAGE_LINE.csv
MTS SYSTEMS CORP,MTS SYSTEMS CORPORATION,[9327720],1,MTS_SYSTEMS_CORPORATION.csv
EQUITY ONE INC,EQUITY ONE,[491826],1,EQUITY_ONE.csv
MUFG AMERICAS HOLDINGS CORP,MUFG AMERICAS HOLDINGS CORPORATION,"[34088287, 42074795]",2,MUFG_AMERICAS_HOLDINGS_CORPORATION.csv
BELL MICROPRODUCTS INC,BELL MIRCROPRODUCTS,[1506342],1,BELL_MIRCROPRODUCTS.csv
WATERFORD GAMING LLC,WATERFORD,[4195334],1,WATERFORD.csv
HUB GROUP INC  -CL A,HUB GROUP,[5441584],1,HUB_GROUP.csv
AMERICAS POWER PARTNERS INC,AMERICAS TOWER PARTNERS,[8073569],1,AMERICAS_TOWER_PARTNERS.csv
VANGUARD INDUSTRIALS ETF,VANGUARD INDUSTRIES,"[8227136, 19875884]",2,VANGUARD_INDUSTRIES.csv
INTERIORS INC  -CL A,INTERIORS,[7020669],1,INTERIORS.csv
NORTHWEST SPORTS ENTERPRISES,NORTHWEST ENTERPRISES,[2810785],1,NORTHWEST_ENTERPRISES.csv
CASCADE NATURAL GAS CORP,CASCADE NATURAL GAS,[5031308],1,CASCADE_NATURAL_GAS.csv
AARON'S INC,AARON,"[3808152, 5184065]",2,AARON.csv
DOMINION HOMES INC,DOMINION,"[3479, 44452702, 44452701, 44452706, 44452700, 44452686, 44452688, 44452693, 44452705, 44452704, 44452691, 44452692, 44452695, 44452696, 44452698, 44452699, 45373021, 44452690, 44452694, 44452685, 44452687, 44452689, 44452697, 44452703]",24,DOMINION.csv
AMERIS BANCORP,AMERIS BANK,[6928292],1,AMERIS_BANK.csv
BBVA COMPASS BANCSHARES INC,BBVA COMPASS,"[684618, 44248095, 15858133]",3,BBVA_COMPASS.csv
INTERSTATE HOTELS CORP,INTERSTATE,"[32039259, 8523439]",2,INTERSTATE.csv
VANGUARD VALUE ETF,VANGUARD,[1468937],1,VANGUARD.csv
DUNKIN' BRANDS GROUP INC,DUNKIN BRANDS,[877955],1,DUNKIN_BRANDS.csv
HESS CORP,HESS,"[42435975, 37063679, 40631433, 40632585, 39295480, 792199]",6,HESS.csv
HOME DIRECTOR INC,"HOMES DIRECT, INC.",[26171720],1,HOMES_DIRECT_INC.csv
FREDERICK BREWING CO,FREDERICK,"[265563, 43526289, 3462301]",3,FREDERICK.csv
CUISINE SOLUTIONS INC,CU SOLUTIONS INC,[44048292],1,CU_SOLUTIONS_INC.csv
PREMD INC,PREM,[3534337],1,PREM.csv
TICKETMASTER ENTERTNMNT INC,TICKETMASTER,"[2983275, 3048313, 14420483, 4420986, 44692920]",5,TICKETMASTER.csv
CHECKFREE CORP,CHECKFREE COPORATION,[7082162],1,CHECKFREE_COPORATION.csv
THREE RIVERS OPER CO  -REDH,THREE RIVERS,[18928481],1,THREE_RIVERS.csv
PROFESSIONAL BANCORP INC/PA,PROFESSIONAL,"[40638550, 40638540, 3659938]",3,PROFESSIONAL.csv
TUPPERWARE BRANDS CORP,TUPPERWARE,[4726],1,TUPPERWARE.csv
MORTON INDUSTRIAL GRP INC,MORTON INDUSTRIAL GROUP,[3570323],1,MORTON_INDUSTRIAL_GROUP.csv
PINNACLE MICRO INC,PINNACLE,"[37063151, 28135626, 202353, 29265631, 4807532, 43619760, 3428887, 29175845]",8,PINNACLE.csv
AMERICAN CARESOURCE HLDGS,AMERICAN RESOURCES,[7249020],1,AMERICAN_RESOURCES.csv
HOUSEHOLD DIRECT INC,HOUSEHOLD,"[2007373, 40613488, 40613489]",3,HOUSEHOLD.csv
MOBILEYE NV,MOBILEYE INC,[24820777],1,MOBILEYE_INC.csv
BRISTOL HOTEL & RESORT INC,BRISTOL HOTELS & RESORTS,"[3573340, 2227050]",2,BRISTOL_HOTELS_RESORTS.csv
INAMCO INTERNATIONAL CORP,INAM INTERNATIONAL INC,[6811989],1,INAM_INTERNATIONAL_INC.csv
PEN-TAB INDUSTRIES INC,PEP INDUSTRIES INC,[3545955],1,PEP_INDUSTRIES_INC.csv
AMERICAN SKIING CO,AMERICAN,"[18929693, 3807388, 32208281]",3,AMERICAN.csv
BOSS HOLDINGS INC,BSC HOLDING INC,[8777807],1,BSC_HOLDING_INC.csv
AMERICAN PACIFIC BANK  -CL B,AMERICAN PACIFIC BANK,[5146581],1,AMERICAN_PACIFIC_BANK.csv
PARADIGM LTD -REDH,PARADIGM,"[1844082, 27322694, 9086849, 4213014]",4,PARADIGM.csv
NAVIGATORS GROUP INC,NAVIGATOR,[9822557],1,NAVIGATOR.csv
PATHWAYS GROUP INC,PATHWAYS,"[5582271, 2205050]",2,PATHWAYS.csv
HAHN AUTOMOTIVE WHSE INC,HAHN AUTOMOTIVE WAREHOUSE INC,[4852633],1,HAHN_AUTOMOTIVE_WAREHOUSE_INC.csv
MYND CORP,MYND,[8469954],1,MYND.csv
FRONTIER ENERGY CP,FRONTIER,"[11329332, 4662530, 2948683, 43885510, 6858459, 5634918, 44621326]",7,FRONTIER.csv
INSTINET GROUP INC,INSTINET,[1642494],1,INSTINET.csv
H&E EQUIPMENT SERVICES LLC,H & E EQUIPMENT SERVICES,[8302094],1,H_E_EQUIPMENT_SERVICES.csv
FT CAPITAL LTD,FTL CAPITAL,[12729553],1,FTL_CAPITAL.csv
NATIONAL COAL CORP,NATIONAL,"[3366251, 42727659, 7387397]",3,NATIONAL.csv
WILLBROS GROUP INC,WILLBROS,[43556375],1,WILLBROS.csv
COMMUNITY FINANCIAL CORP,COMMUNITY FINANCIAL,"[3296131, 8392115, 1403411]",3,COMMUNITY_FINANCIAL.csv
SECURE TECHNOLOGIES GROUP,SECURUS TECHNOLOGIES,[10717304],1,SECURUS_TECHNOLOGIES.csv
SUPERIOR INDUSTRIES INTL,SUPERIOR INDUSTRIES,[8981921],1,SUPERIOR_INDUSTRIES.csv
APEX CORP,APEX,"[44579904, 35752248]",2,APEX.csv
LEADING EDGE MATERIALS CORP,LEADING EDGE,[4467752],1,LEADING_EDGE.csv
ARTISAN COMPONENTS INC,ARTISAN CO,[1638595],1,ARTISAN_CO.csv
ALLEGIANT TRAVEL CO,ALLEGIANT TRAVEL COMPANY,[43735756],1,ALLEGIANT_TRAVEL_COMPANY.csv
HOLLYWOOD MEDIA CORP,HOLLYWOOD,"[23413738, 3427736]",2,HOLLYWOOD.csv
CORNERSTONE CAPITAL RES INC,CORNERSTONE CAPITAL LLC,[8326766],1,CORNERSTONE_CAPITAL_LLC.csv
GROUPON INC,GROUP,"[11171876, 6404886, 3438107]",3,GROUP.csv
ATLANTICUS HOLDINGS CORP,ATLANTICUS HOLDINGS CORPORATION,[23323775],1,ATLANTICUS_HOLDINGS_CORPORATION.csv
SILVER EAGLE ACQUISITION CP,SILVER EAGLE,[3309596],1,SILVER_EAGLE.csv
GRAYSTONE CORP,GRAYSTONE MORTGAGE CORP,[9989287],1,GRAYSTONE_MORTGAGE_CORP.csv
ARCHER-DANIELS-MIDLAND CO,ARCHER DANIELS MIDLAND,[229],1,ARCHER_DANIELS_MIDLAND.csv
STRATEGIC VALUE CORP,STRATEGIC,"[8331779, 1972248]",2,STRATEGIC.csv
MAJESTIC GOLD CORP,MAJESTIC,[8506574],1,MAJESTIC.csv
EAGLE POINT SOFTWARE CORP,EAGLE POINT,"[3354360, 3206036, 8293196]",3,EAGLE_POINT.csv
TUMBLEWEED INC,TUMBLEWEEDS,[7767074],1,TUMBLEWEEDS.csv
MGM RESORTS INTERNATIONAL,MGM RESORTS,[398004],1,MGM_RESORTS.csv
CPI CARD GROUP INC,CPI GROUP INC,[8122673],1,CPI_GROUP_INC.csv
FRESH CHOICE INC,FRESH CHOICE PRODUCE INC,[2573092],1,FRESH_CHOICE_PRODUCE_INC.csv
EDWARDS J D & CO,EDWARDS,"[1619291, 10206691, 3678754, 4782679, 8131638]",5,EDWARDS.csv
SOUTHERN USA RESOURCES INC,SOUTHERN MTG RESOURCES INC,[1060477],1,SOUTHERN_MTG_RESOURCES_INC.csv
PRIME RETAIL INC,PRIME RETAIL SEVICES INC,[6963689],1,PRIME_RETAIL_SEVICES_INC.csv
MIDAMERICAN FUNDING LLC,MIDAMERICA,[1246082],1,MIDAMERICA.csv
STERLING BANKS INC,STERLING BANK,"[3918822, 7027428, 16686077]",3,STERLING_BANK.csv
CATALINA MARKETING CORP,CATALINA MARKETING CORPORATION,[609792],1,CATALINA_MARKETING_CORPORATION.csv
REYNOLDS SMITH & HILLS INC,"REYNOLDS, SMITH",[48751],1,REYNOLDS_SMITH.csv
WATERFRONT CAPITAL CORP,WATERFRONT,"[5287101, 10077872, 32248654]",3,WATERFRONT.csv
ALABAMA GAS CORP,ALABAMA,[29621792],1,ALABAMA.csv
HARVEY ELECTRONICS INC,HARVEY ELECTRIC INC,[8330518],1,HARVEY_ELECTRIC_INC.csv
SPECIAL DEVICES INC,SPECIAL DEVICES,[1997157],1,SPECIAL_DEVICES.csv
INTEGRATED BUSINESS SYS &SVC,INTEGRATED BUSINESS SYSTEMS,"[7480840, 5875276]",2,INTEGRATED_BUSINESS_SYSTEMS.csv
INTERVIDEO INC,INTERVIDEO GROUP INC,[5521207],1,INTERVIDEO_GROUP_INC.csv
BARRISTER GLOBAL SVCS NTWK,BARRISTER GLOBAL SERVICES NETWORK,[8236451],1,BARRISTER_GLOBAL_SERVICES_NETWORK.csv
SUNTRUST BANKS INC,SUNTRUST BANK,[4626],1,SUNTRUST_BANK.csv
LIFE PARTNERS HOLDINGS INC,LIFE PARTNERS INC,[2465812],1,LIFE_PARTNERS_INC.csv
TRIAD HOSPITALS INC,TRIAD HOSPITALS,[2640],1,TRIAD_HOSPITALS.csv
HEIDRICK & STRUGGLES INTL,HEIDRICK & STRUGGLES,[3448402],1,HEIDRICK_STRUGGLES.csv
PETRO STOPPING CENTERS  -LP,PETRO STOPPING CENTER 72,[6154658],1,PETRO_STOPPING_CENTER_72.csv
HEARTLAND PARTNERS  -LP-CL A,HEARTLAND PARTNERS,[4702831],1,HEARTLAND_PARTNERS.csv
ALLIANCE RESOURCE PTNRS  -LP,ALLIANCE RESOURCE PARTNERS,[9246542],1,ALLIANCE_RESOURCE_PARTNERS.csv
INDYMAC BANCORP INC,INDYMAC BANCORP,[1384878],1,INDYMAC_BANCORP.csv
CELEBRITY INC,CELEBRITY CASINOS INC,[24357852],1,CELEBRITY_CASINOS_INC.csv
ADAMS OUTDOOR ADVERTSG  -LP,ADAMS OUTDOOR ADVERTISING,"[43136908, 183502]",2,ADAMS_OUTDOOR_ADVERTISING.csv
MATCH GROUP INC,MATCH GROUP LLC,[44597724],1,MATCH_GROUP_LLC.csv
STRATIC ENERGY CORP,STRATEGIC ENERGY,"[16233, 594541]",2,STRATEGIC_ENERGY.csv
NATIONWIDE CAPITAL CORP,NATIONWIDE,"[40687459, 44273188, 40687528, 44273189, 40687529, 40687410, 40687525, 40687537, 40687479, 40687417, 40687456]",11,NATIONWIDE.csv
PARKER-HANNIFIN CORP,PARKER HANNIFIN CORPORATION,"[2916778, 3201679]",2,PARKER_HANNIFIN_CORPORATION.csv
EDGEWATER BANCORP INC,EDGEWATER INC,[8155365],1,EDGEWATER_INC.csv
BURLINGTON RESOURCES INC,BULRINGTON RESOURCES,[6113],1,BULRINGTON_RESOURCES.csv
CARLYLE GROUP LP,CARLYLE,[161759],1,CARLYLE.csv
FREEMARKETS INC,FREEMARKETS PAC,[5392806],1,FREEMARKETS_PAC.csv
ROOTS CORP,ROOT 3 CORP,[161709],1,ROOT_3_CORP.csv
LIBERTY GOLD COR,LIBERTY,"[11164297, 3937372, 10808418, 41751215]",4,LIBERTY.csv
PEARSON PLC,PEARSON PLAZA INC,"[8141190, 8192843]",2,PEARSON_PLAZA_INC.csv
LEXINGTON HEALTHCARE GROUP,LEXINGTON HEALTH CARE,[3021275],1,LEXINGTON_HEALTH_CARE.csv
UNIFIED GROCERS INC,UNIFIED GROCERS,[16716],1,UNIFIED_GROCERS.csv
CROWN NORTHCORP INC,CROWN NORTHCORP,[21105427],1,CROWN_NORTHCORP.csv
GATEHOUSE MEDIA INC,GATEHOUSE MEDIA,"[27334645, 27326840, 18959481]",3,GATEHOUSE_MEDIA.csv
ANCHOR FINANCIAL CORP/SC,ANCHOR FINANCIAL,[1616075],1,ANCHOR_FINANCIAL.csv
HARD ROCK HOTEL INC,HARD ROCK HOTEL & CASINO,[1192],1,HARD_ROCK_HOTEL_CASINO.csv
BERRY PETROLEUM  -CL A,BERRY PETROLEUM,"[10358, 1946426]",2,BERRY_PETROLEUM.csv
ELDORADO GOLD CORP,ELDORADO CORP,[9833678],1,ELDORADO_CORP.csv
MARKET CONCEPTS INTL,MARKETING CONCEPTS INC,[350269],1,MARKETING_CONCEPTS_INC.csv
OCEANEERING INTERNATIONAL,OCEANEERING,[5686167],1,OCEANEERING.csv
ANIXTER INTL INC,ANIXTER,[3553206],1,ANIXTER.csv
ROUNDY'S INC,RONDYS INC,[3052501],1,RONDYS_INC.csv
MCDERMOTT INTL INC,MCDERMOTT INC,"[8279575, 8760333]",2,MCDERMOTT_INC.csv
NORTHEAST COMMUNITY BANCORP,NORTHWEST COMMUNITY BANK,[8122683],1,NORTHWEST_COMMUNITY_BANK.csv
U S GEOTHERMAL INC,US GEOTHERMAL,[7896822],1,US_GEOTHERMAL.csv
MADISON PACIFIC PPTYS INC,MADISON PAC,[7010332],1,MADISON_PAC.csv
CITIZENS FIRST CORP,CITIZENS FOR,[4633310],1,CITIZENS_FOR.csv
MEADOWBROOK INS GROUP INC,MEADOWBROOK INC,"[2400765, 388274]",2,MEADOWBROOK_INC.csv
TELECOMMUNICATION SYS INC,TELECOMMUNICATION SYSTEMS INC,[19631025],1,TELECOMMUNICATION_SYSTEMS_INC.csv
INTELLIGENT SYSTEM CORP,INTELLIGENT SYSTEMS INC,"[4596768, 5290127]",2,INTELLIGENT_SYSTEMS_INC.csv
WHITEMARK HOMES INC,WHITE HOMES INC,[10009133],1,WHITE_HOMES_INC.csv
CARLISLE COS INC,CARLISLE & CO,[5126356],1,CARLISLE_CO.csv
GENERAL MOLY INC,GENERAL,"[42610797, 1880121, 29104224]",3,GENERAL.csv
HENNESSY CAP ACQ CORP,HENNESSY CORP,[7240617],1,HENNESSY_CORP.csv
ODYSSEY RE HOLDINGS CORP,ODYSSEY HOLDINGS,[5463098],1,ODYSSEY_HOLDINGS.csv
IBERIABANK CORP,IBERIABANK CORPORATION,[8232087],1,IBERIABANK_CORPORATION.csv
AMERICAN REALTY INVESTORS,AMERICAN VENTURES REALTY INVESTORS,[2432825],1,AMERICAN_VENTURES_REALTY_INVESTORS.csv
CHINA MEDIA INC,CHINA MEDIA LLC,[4976265],1,CHINA_MEDIA_LLC.csv
MURPHY USA INC,MURPHY,"[16700096, 4301677, 7477706, 10151363, 17649017, 6370867]",6,MURPHY.csv
SMART & FINAL INC,SMART & FINAL,"[38587009, 641425]",2,SMART_FINAL.csv
NOW INC,NOW,"[5981847, 3982799, 1955656]",3,NOW.csv
ELMER'S RESTAURANTS INC,ELMERS RESTAURANTS,[5286547],1,ELMERS_RESTAURANTS.csv
NORTHWEST AIRLINES CORP,NORTHWEST AIRLINES,"[1908, 14682647]",2,NORTHWEST_AIRLINES.csv
FARMER BROS CO,FARMER,"[5750379, 5664776, 44347818, 4257879, 10707970]",5,FARMER.csv
ADT INC,ADT,"[38552691, 7828580]",2,ADT.csv
CLEVELAND ELECTRIC ILLUM,CLEVELAND ELECTRIC CO,[6819497],1,CLEVELAND_ELECTRIC_CO.csv
DVI INC,DVI,[9936298],1,DVI.csv
KEMPER CORP/DE,KEMPER,"[40613130, 2435960]",2,KEMPER.csv
CASCADES INC,CASCADE INN,[2856233],1,CASCADE_INN.csv
KONAMI HOLDINGS CORP,KONAMI HOLDING CORPORATION,[24719310],1,KONAMI_HOLDING_CORPORATION.csv
ARENA RESOURCES INC,ARENA RESOURCES CORP,[2499644],1,ARENA_RESOURCES_CORP.csv
ABITIBI CONSOLIDATED INC,ABITIBI CONSOLIDATED SALES CORP,[11415992],1,ABITIBI_CONSOLIDATED_SALES_CORP.csv
STERLING COMMERCE INC,STERLING CO,[3941684],1,STERLING_CO.csv
SOUTHWEST BANCORP INC,SOUTHWEST,[8669454],1,SOUTHWEST.csv
CABLE ONE INC,CABLE ONE,"[7933937, 4041793, 29413070, 8097664]",4,CABLE_ONE.csv
GENESIS MICROCHIP INC,GENESIS INC,[2508652],1,GENESIS_INC.csv
ARCTIC CAT INC,ARCTIC,[9558030],1,ARCTIC.csv
SOUTHWESTERN RESOURCES CORP,SOUTHEASTERN RESOURCES INC,[6937818],1,SOUTHEASTERN_RESOURCES_INC.csv
ASSURANCEAMERICA CORP,ASSURANCE AMERICA CORP,[168001],1,ASSURANCE_AMERICA_CORP.csv
NCI INC,NCI,[16232035],1,NCI.csv
SMITH ELECTRIC VEHICLE -REDH,SMITH ELECTRIC VEHICLES,"[12263052, 39496646]",2,SMITH_ELECTRIC_VEHICLES.csv
GARDEN.COM INC,GARDEN,"[2148473, 5955136]",2,GARDEN.csv
ENCOMPASS HEALTH CORP,ENCOMPASS,[1730259],1,ENCOMPASS.csv
FIDELITY NATIONAL FINL INC,FIDELITY NATIONAL FINANCIAL,[974],1,FIDELITY_NATIONAL_FINANCIAL.csv
NATIONAL MED HEALTH CARD SYS,NATIONAL MEDICAL HEALTH CARD SYSTEMS,"[3837336, 5385684]",2,NATIONAL_MEDICAL_HEALTH_CARD_SYSTEMS.csv
BUCKEYE PARTNERS LP,BUCKLEY PARTNERS LLC,[2648746],1,BUCKLEY_PARTNERS_LLC.csv
METALS USA INC,METALS,[8104941],1,METALS.csv
METALICO INC,METALIX INC,[6700709],1,METALIX_INC.csv
QUALITY PRODUCTS INC,QUALITY UNLIMITED PRODUCTS INC,[9871128],1,QUALITY_UNLIMITED_PRODUCTS_INC.csv
SANOFI,SANOFI-AVENTIS,[3195],1,SANOFIAVENTIS.csv
QUALITY SYSTEMS INC,QUALITY BUILDING SYSTEMS INC,[8560403],1,QUALITY_BUILDING_SYSTEMS_INC.csv
EVERGREEN GAMING CORP,EVERGREEN,"[42505814, 5049693, 9775964, 2475196, 5581565]",5,EVERGREEN.csv
SCHNEIDER CORP  -CL A,SCHNEIDER,"[7015251, 689039, 39701457, 8876525, 39295430]",5,SCHNEIDER.csv
SECURE AMERICA ACQ CORP,SECURE AMERICA PAC,[9801190],1,SECURE_AMERICA_PAC.csv
PRIMELINK SYSTEMS INC,PRIMELINK,[4449671],1,PRIMELINK.csv
HARVARD INDUSTRIES INC,HOWARD INDUSTRIES INC,[29318898],1,HOWARD_INDUSTRIES_INC.csv
GLADSTONE INVESTMENT CORP/DE,GLADSTONE INVESTMENT GROUP,[3190452],1,GLADSTONE_INVESTMENT_GROUP.csv
RACKSPACE HOSTING INC,RACKSPACE,"[11655148, 27321796]",2,RACKSPACE.csv
CIRCUIT CITY STORES  -CONSOL,CIRCUIT CITY,"[37879397, 8829999, 573768]",3,CIRCUIT_CITY.csv
INTERLINK ELECTRONICS,INTERLINK,[16230718],1,INTERLINK.csv
UBM PLC,UBM,[2886225],1,UBM.csv
RETAIL PRO INC,RETAIL,"[10867637, 8162732, 10848664]",3,RETAIL.csv
WESTFIELD AMERICA INC,WESTFIELD,[24728034],1,WESTFIELD.csv
AMERICAN SEAFOODS CORP-REDH,AMERICAN SEAFOODS CO,[173],1,AMERICAN_SEAFOODS_CO.csv
HERALD NATIONAL BANK,HEADLAND NATIONAL BANK,[7025148],1,HEADLAND_NATIONAL_BANK.csv
SALISBURY BANCORP INC,SALISBURY INC.,[38649495],1,SALISBURY_INC.csv
MAGNUM HUNTER RESOURCES INC,MAGNUM RESOURCES INC,[9918811],1,MAGNUM_RESOURCES_INC.csv
ALLIED HOLDINGS INC,ALLIED ROLL-OFF HOLDINGS INC,[2355054],1,ALLIED_ROLLOFF_HOLDINGS_INC.csv
HOT PRODUCTS INC.COM,HOT PRODUCE INC,[129766],1,HOT_PRODUCE_INC.csv
DRAGONWAVE INC,DRAGON,[232732],1,DRAGON.csv
TMM INC,TMM,[19507083],1,TMM.csv
BOARDWALK BANCORP INC,BOARDWALK,"[2356838, 21046971]",2,BOARDWALK.csv
MONADNOCK BANCORP INC,MONADNOCK,[14018358],1,MONADNOCK.csv
INTERNATIONAL TEXTLE GRP INC,INTERNATIONAL TITLE INC,[10123056],1,INTERNATIONAL_TITLE_INC.csv
HOMESTEAD VILLAGE INC,HOMESTEAD,"[8668611, 9864210, 3665731, 1430654]",4,HOMESTEAD.csv
WILLIAMS CONTROLS INC,WILLIAMS CO,"[1733461, 9945649, 9944792, 9947894]",4,WILLIAMS_CO.csv
BON-TON STORES INC,BON TON STORES,[10491],1,BON_TON_STORES.csv
MILLENNIUM PLASTICS CORP,MILLENNIUM PAC,"[6976716, 7845175]",2,MILLENNIUM_PAC.csv
MATRIX SERVICE CO,MATRIX SERVICE GROUP INC,[1102092],1,MATRIX_SERVICE_GROUP_INC.csv
EMERGENCY MEDICAL SVCS CORP,EMERGENCY MEDICAL SERVICES,"[18957674, 4382613, 5681251]",3,EMERGENCY_MEDICAL_SERVICES.csv
PREMIER BRANDS INC/WY,PREMIUM BRANDS INC,[8701247],1,PREMIUM_BRANDS_INC.csv
FIRST MARINER BANCORP,FIRST MARINER BANK,[5561],1,FIRST_MARINER_BANK.csv
TERRITORIAL BANCORP INC,TERRITORIAL CORP PC,[3210137],1,TERRITORIAL_CORP_PC.csv
EQUIVEST FINANCE INC,EQUIVEST INC,"[5005442, 8843019]",2,EQUIVEST_INC.csv
CAMBRIDGE ENERGY CORP,CAMBRIDGE CORP,[6249109],1,CAMBRIDGE_CORP.csv
PETRA PETROLEUM INC,PAK PETROLEUM INC,[9076248],1,PAK_PETROLEUM_INC.csv
BROOKFIELD INFRS PTRS LP,BROOKFIELD,"[4485472, 4946378]",2,BROOKFIELD.csv
SPORTS AUTHORITY INC,SPORTS AUTHORITY 613,[4565253],1,SPORTS_AUTHORITY_613.csv
FLETCHER NICKEL INC,FLETCHER,"[17469780, 10693943, 2872437, 4673769]",4,FLETCHER.csv
BEACON POWER CORP,BEACON POWER CORPORATION,[4485635],1,BEACON_POWER_CORPORATION.csv
FARM FISH INC,FARM FRESH INC,[6869196],1,FARM_FRESH_INC.csv
